,accuracy,time_per_iteration(s),validation_list
0,0.9838712264604921,1.3913991771651397e-06,0.1
1,0.9855353631602961,9.680293617448257e-07,0.2
2,0.9839229783599088,8.837714869314464e-07,0.30000000000000004
3,0.9852127039627039,8.220864008026389e-07,0.4
4,0.9860470623096725,7.675346715490246e-07,0.5
5,0.9888914278495499,6.910462278177962e-07,0.6000000000000001
6,0.9860104670923664,6.733987099511963e-07,0.7000000000000001
7,0.9843928221801101,6.143323152106375e-07,0.8
8,0.9779771265813937,5.598859883168578e-07,0.9
