,accuracy,time_per_iteration(s),validation_list
0,0.9819819819819819,0.00018612855808064992,0.1
1,0.9819819819819819,0.00017978550043821752,0.2
2,0.9819819819819819,0.00018820483855135986,0.30000000000000004
3,0.9819819819819819,0.00017720783360133412,0.4
4,0.9819819819819819,0.00018880421370527924,0.5
5,0.9819819819819819,0.00017868494696226004,0.6000000000000001
6,0.9819819819819819,0.00017948591688332548,0.7000000000000001
7,0.9819819819819819,0.00017885429488842815,0.8
8,0.9819819819819819,0.0001785495102301526,0.9
