,accuracy,epoc,time_per_iteration(s),learning_rate
0,0.9668411612510681,0,0.0004167273822671248,0.5
1,0.9624781608581543,1,0.0004050667165253591,0.5
2,0.9650959968566895,2,0.00040823023564736467,0.25
3,0.9650959968566895,3,0.00040354300127811663,0.25
4,0.9650959968566895,4,0.00040505943498062215,0.25
5,0.9650959968566895,5,0.00040159321164169446,0.125
6,0.963350772857666,6,0.0004036744851716526,0.125
7,0.963350772857666,7,0.0004055267021085995,0.125
8,0.963350772857666,8,0.0004034375229014984,0.0625
9,0.963350772857666,9,0.0004057726102765734,0.0625
10,0.963350772857666,10,0.0004070319014277966,0.0625
11,0.963350772857666,11,0.0004058770484325149,0.03125
12,0.963350772857666,12,0.0004034393952987165,0.03125
13,0.963350772857666,13,0.0004028329466441955,0.03125
14,0.963350772857666,14,0.0004109556138203406,0.015625
15,0.963350772857666,15,0.00040791276029683327,0.015625
16,0.963350772857666,16,0.0004035977168857115,0.015625
17,0.963350772857666,17,0.0004127537392820987,0.0078125
18,0.963350772857666,18,0.0004091425091808379,0.0078125
19,0.963350772857666,19,0.00040500721590265137,0.0078125
20,0.9624781608581543,20,0.0004083244796406744,0.00390625
21,0.9624781608581543,21,0.0004058339832964992,0.00390625
22,0.9624781608581543,22,0.00040575492652506937,0.00390625
23,0.963350772857666,23,0.0004180058134787994,0.001953125
24,0.963350772857666,24,0.0004032767047848793,0.001953125
25,0.963350772857666,25,0.0004037733061359399,0.001953125
26,0.963350772857666,26,0.0004057430680093549,0.0009765625
27,0.963350772857666,27,0.00040349598330352945,0.0009765625
28,0.963350772857666,28,0.0004065677549618493,0.0009765625
29,0.963350772857666,29,0.000408231067823906,0.00048828125
30,0.963350772857666,30,0.0004048738596118974,0.00048828125
31,0.963350772857666,31,0.00040270395928028365,0.00048828125
32,0.963350772857666,32,0.00040525416429130194,0.000244140625
33,0.963350772857666,33,0.0004062419578459042,0.000244140625
34,0.963350772857666,34,0.0004055071459598774,0.000244140625
35,0.963350772857666,35,0.0004055599891702542,0.0001220703125
36,0.963350772857666,36,0.0004148406300037111,0.0001220703125
37,0.963350772857666,37,0.0004066426508505723,0.0001220703125
38,0.963350772857666,38,0.0004178158691832324,6.103515625e-05
39,0.963350772857666,39,0.00041164715252621633,6.103515625e-05
40,0.963350772857666,40,0.00040665950242553496,6.103515625e-05
41,0.963350772857666,41,0.0004025158873819348,3.0517578125e-05
42,0.963350772857666,42,0.0004077835648887861,3.0517578125e-05
43,0.963350772857666,43,0.0004535940513144821,3.0517578125e-05
44,0.963350772857666,44,0.00048463818914603186,1.52587890625e-05
45,0.963350772857666,45,0.0004352628664612562,1.52587890625e-05
46,0.963350772857666,46,0.0004334412320122045,1.52587890625e-05
47,0.963350772857666,47,0.00042412980064671703,7.62939453125e-06
48,0.963350772857666,48,0.00044074358116269734,7.62939453125e-06
49,0.963350772857666,49,0.0004475536978889718,7.62939453125e-06
