,accuracy,epoc,time_per_iteration(s),learning_rate
0,0.8769633769989014,0,3.937713762852534e-05,0.5
1,0.8726003766059875,1,7.921488497269715e-06,0.5
2,0.8917975425720215,2,1.3204353226000933e-05,0.25
3,0.8830715417861938,3,7.732584422379472e-06,0.25
4,0.8760907649993896,4,1.198708699011678e-05,0.25
5,0.8830715417861938,5,7.618784280347574e-06,0.125
6,0.8891797661781311,6,1.3172730517428999e-05,0.125
7,0.8952879309654236,7,7.446107648013982e-06,0.125
8,0.8979057669639587,8,1.233701722576148e-05,0.0625
9,0.897033154964447,9,8.593263010287993e-06,0.0625
10,0.8979057669639587,10,1.2258168498466985e-05,0.0625
11,0.8987783789634705,11,7.540975773729787e-06,0.03125
12,0.897033154964447,12,1.235927794824304e-05,0.03125
13,0.8961605429649353,13,7.346454507185318e-06,0.03125
14,0.8961605429649353,14,1.2307474958542962e-05,0.015625
15,0.8961605429649353,15,7.999505048022845e-06,0.015625
16,0.8961605429649353,16,1.2172454314706213e-05,0.015625
17,0.8961605429649353,17,7.598603999219432e-06,0.0078125
18,0.8944153785705566,18,1.221551945072194e-05,0.0078125
19,0.897033154964447,19,7.478562533127284e-06,0.0078125
20,0.8961605429649353,20,1.2427932512905793e-05,0.00390625
21,0.8961605429649353,21,7.690975595311137e-06,0.00390625
22,0.8961605429649353,22,1.1349015627023853e-05,0.00390625
23,0.8961605429649353,23,7.776897823207249e-06,0.001953125
24,0.8952879309654236,24,1.2065727673275933e-05,0.001953125
25,0.8952879309654236,25,7.385774848764895e-06,0.001953125
26,0.8952879309654236,26,1.2370096243280806e-05,0.0009765625
27,0.8952879309654236,27,7.768576057793583e-06,0.0009765625
28,0.8952879309654236,28,1.2213647053503866e-05,0.0009765625
29,0.8952879309654236,29,7.564276716888055e-06,0.00048828125
30,0.8952879309654236,30,1.2528209786140482e-05,0.00048828125
31,0.8952879309654236,31,7.52391615463177e-06,0.00048828125
32,0.8952879309654236,32,1.1409556470408282e-05,0.000244140625
33,0.8952879309654236,33,7.2318221886120545e-06,0.000244140625
34,0.8952879309654236,34,1.2318709341851412e-05,0.000244140625
35,0.8952879309654236,35,7.688271021551694e-06,0.0001220703125
36,0.8952879309654236,36,1.2313092150197187e-05,0.0001220703125
37,0.8952879309654236,37,7.5303655228273615e-06,0.0001220703125
38,0.8952879309654236,38,1.3621273673225656e-05,6.103515625e-05
39,0.8952879309654236,39,7.72738331899593e-06,6.103515625e-05
40,0.8952879309654236,40,1.228625445673811e-05,6.103515625e-05
41,0.8952879309654236,41,7.147980402069358e-06,3.0517578125e-05
42,0.8952879309654236,42,1.1986462857710754e-05,3.0517578125e-05
43,0.8952879309654236,43,7.777313911477933e-06,3.0517578125e-05
44,0.8952879309654236,44,1.1468224916574634e-05,1.52587890625e-05
45,0.8952879309654236,45,7.619616456888941e-06,1.52587890625e-05
46,0.8952879309654236,46,1.2389652392002924e-05,1.52587890625e-05
47,0.8952879309654236,47,7.739865967116432e-06,7.62939453125e-06
48,0.8952879309654236,48,1.2009763800869022e-05,7.62939453125e-06
49,0.8952879309654236,49,7.70012953726617e-06,7.62939453125e-06
